t_ms,vx,vy,vz
816.735,0.009,-0.123,0.158
816.756,-0.005,-0.133,0.155
816.778,-0.016,-0.136,0.153
816.799,-0.017,-0.138,0.152
816.841,-0.013,-0.146,0.149
816.904,-0.014,-0.152,0.147
816.967,-0.014,-0.156,0.146
817.050,-0.012,-0.158,0.145
817.113,-0.010,-0.161,0.144
817.175,-0.004,-0.167,0.141
817.259,0.003,-0.178,0.137
817.321,0.017,-0.183,0.136
817.404,0.022,-0.182,0.136
817.467,0.028,-0.175,0.138
817.530,0.029,-0.167,0.140
817.612,0.033,-0.158,0.143
817.674,0.034,-0.154,0.143
817.737,0.037,-0.148,0.144
817.820,0.039,-0.141,0.146
817.882,0.041,-0.129,0.149
817.945,0.036,-0.121,0.150
818.007,0.032,-0.108,0.153
818.069,0.019,-0.097,0.154
818.153,0.017,-0.088,0.154
818.215,0.008,-0.079,0.156
818.277,-0.007,-0.070,0.156
818.340,-0.021,-0.065,0.154
818.423,-0.026,-0.062,0.154
818.485,-0.029,-0.056,0.154
818.568,-0.025,-0.049,0.155
818.630,-0.024,-0.041,0.155
818.713,-0.026,-0.031,0.155
818.775,-0.025,-0.023,0.142
818.839,-0.026,-0.022,0.140
818.900,-0.034,-0.018,0.139
818.983,-0.040,-0.016,0.138
819.046,-0.051,-0.015,0.150
819.108,-0.046,-0.008,0.151
819.191,-0.032,-0.004,0.138
819.254,-0.022,0.004,0.137
819.316,-0.013,0.005,0.138
819.399,-0.009,0.006,0.137
819.462,0.001,0.012,0.137
819.545,0.006,0.015,0.134
819.607,0.009,0.019,0.134
819.669,0.010,0.021,0.134
819.752,0.013,0.026,0.132
819.815,0.011,0.030,0.131
819.898,0.014,0.033,0.130
819.960,0.016,0.036,0.129
820.022,0.019,0.040,0.128
820.105,0.024,0.040,0.127
820.167,0.029,0.039,0.127
820.250,0.035,0.033,0.127
820.313,0.039,0.032,0.127
820.376,0.050,0.033,0.126
820.459,0.061,0.037,0.124
820.521,0.068,0.040,0.124
820.604,0.073,0.040,0.123
820.666,0.082,0.041,0.122
820.729,0.093,0.041,0.120
820.812,0.100,0.046,0.120
820.874,0.101,0.049,0.118
820.937,0.101,0.049,0.116
821.020,0.100,0.046,0.117
821.082,0.100,0.043,0.116
821.165,0.102,0.035,0.116
821.228,0.103,0.032,0.115
821.289,0.103,0.025,0.116
821.373,0.103,0.021,0.115
821.436,0.103,0.017,0.115
821.518,0.103,0.014,0.115
821.581,0.098,0.008,0.133
821.643,0.098,0.004,0.133
821.726,0.097,-0.001,0.132
821.788,0.097,-0.003,0.132
821.871,0.094,-0.009,0.131
821.933,0.087,-0.014,0.130
821.995,0.078,-0.017,0.130
822.078,0.077,-0.020,0.129
822.141,0.069,-0.026,0.127
822.203,0.055,-0.029,0.127
822.266,0.048,-0.025,0.125
822.349,0.035,-0.024,0.124
822.412,0.029,-0.026,0.123
822.474,0.015,-0.019,0.121
822.537,0.004,-0.016,0.118
822.599,-0.004,-0.013,0.117
822.682,-0.017,-0.006,0.114
822.744,-0.026,-0.001,0.111
822.807,-0.030,0.001,0.111
822.890,-0.033,0.002,0.109
822.952,-0.041,-0.002,0.106
823.015,-0.043,-0.006,0.105
823.077,-0.047,-0.011,0.103
823.160,-0.054,-0.020,0.099
823.222,-0.065,-0.028,0.095
823.285,-0.069,-0.033,0.092
823.348,-0.078,-0.038,0.087
823.410,-0.081,-0.043,0.085
823.493,-0.078,-0.045,0.082
823.556,-0.079,-0.053,0.078
823.619,-0.073,-0.062,0.077
823.703,-0.073,-0.066,0.075
823.767,-0.071,-0.075,0.073
823.830,-0.060,-0.083,0.071
823.913,-0.057,-0.087,0.070
823.975,-0.056,-0.089,0.067
824.038,-0.055,-0.091,0.066
824.100,-0.058,-0.092,0.065
824.163,-0.065,-0.093,0.062
824.246,-0.070,-0.095,0.059
824.308,-0.076,-0.101,0.055
824.370,-0.144,-0.139,0.053
824.433,-0.088,-0.102,0.050
824.516,-0.090,-0.099,0.051
824.578,-0.087,-0.094,0.054
824.641,-0.148,-0.120,0.057
824.703,-0.147,-0.103,0.063
824.788,-0.153,-0.086,0.066
824.850,-0.095,-0.057,0.064
824.913,-0.095,-0.042,0.068
824.975,-0.091,-0.029,0.071
825.037,-0.091,-0.024,0.071
825.120,-0.088,-0.018,0.073
825.183,-0.080,-0.010,0.074
825.245,-0.074,-0.007,0.074
825.307,-0.066,0.000,0.077
825.370,-0.060,0.007,0.077
825.453,-0.055,0.008,0.077
825.516,-0.054,0.011,0.077
825.578,-0.053,0.011,0.077
825.661,-0.058,0.015,0.074
825.723,-0.058,0.018,0.073
825.785,-0.061,0.022,0.071
825.849,-0.060,0.025,0.069
825.911,-0.062,0.027,0.068
825.973,-0.061,0.034,0.066
826.036,-0.058,0.038,0.065
826.119,-0.055,0.041,0.066
826.181,-0.053,0.049,0.063
826.245,-0.051,0.053,0.061
826.307,-0.049,0.055,0.061
826.390,-0.043,0.057,0.062
826.453,-0.039,0.060,0.061
826.516,-0.037,0.059,0.062
826.578,-0.061,0.117,0.063
826.661,-0.046,0.109,0.066
826.724,-0.042,0.107,0.066
826.786,-0.036,0.106,0.067
826.869,-0.026,0.099,0.069
826.931,-0.021,0.096,0.069
826.993,-0.016,0.091,0.071
827.056,-0.015,0.087,0.071
827.139,-0.005,0.077,0.073
827.201,-0.003,0.074,0.074
827.263,0.008,0.060,0.076
827.326,0.019,0.048,0.078
827.409,0.030,0.035,0.080
827.471,0.033,0.026,0.080
827.534,0.036,0.016,0.081
827.596,0.040,0.000,0.081
827.678,0.041,-0.006,0.081
827.741,0.054,-0.020,0.081
827.803,0.061,-0.038,0.080
827.886,0.063,-0.048,0.079
827.949,0.069,-0.064,0.077
828.011,0.071,-0.079,0.075
828.074,0.076,-0.080,0.075
828.136,0.087,-0.089,0.074
828.198,0.095,-0.092,0.074
828.261,0.098,-0.092,0.074
828.324,0.100,-0.090,0.074
828.386,0.097,-0.085,0.075
828.449,0.088,-0.081,0.075
828.532,0.076,-0.079,0.075
828.594,0.069,-0.081,0.074
828.657,0.065,-0.080,0.074
828.719,0.051,-0.080,0.073
828.781,0.047,-0.081,0.073
828.865,0.040,-0.079,0.072
828.927,0.029,-0.073,0.072
828.989,0.019,-0.065,0.072
829.052,0.006,-0.054,0.072
829.135,-0.003,-0.048,0.072
829.197,-0.007,-0.040,0.072
829.260,-0.022,-0.036,0.071
829.322,-0.028,-0.028,0.070
829.385,-0.034,-0.025,0.070
829.467,-0.039,-0.007,0.069
829.530,-0.046,0.011,0.068
829.592,-0.047,0.028,0.067
829.655,-0.053,0.035,0.066
829.717,-0.060,0.053,0.063
829.779,-0.072,0.067,0.060
829.842,-0.071,0.075,0.059
829.904,-0.078,0.088,0.056
829.987,-0.076,0.095,0.055
830.049,-0.078,0.107,0.052
830.111,-0.073,0.123,0.049
830.174,-0.070,0.129,0.047
830.257,-0.059,0.139,0.046
830.319,-0.048,0.145,0.046
830.382,-0.032,0.152,0.045
830.444,-0.007,0.160,0.045
830.527,0.014,0.170,0.043
830.590,0.023,0.175,0.043
830.652,0.036,0.177,0.042
830.735,0.057,0.179,0.042
830.797,0.062,0.178,0.042
830.860,0.067,0.175,0.043
830.922,0.084,0.170,0.045
831.005,0.083,0.154,0.049
831.067,0.088,0.144,0.052
831.130,0.084,0.121,0.056
831.192,0.077,0.096,0.062
831.275,0.075,0.083,0.063
831.338,0.074,0.056,0.067
831.401,0.074,0.030,0.070
831.463,0.081,0.019,0.070
831.526,0.076,-0.002,0.070
831.609,0.070,-0.022,0.069
831.672,0.062,-0.031,0.067
831.735,0.051,-0.045,0.065
831.798,0.037,-0.063,0.062
831.861,0.019,-0.079,0.057
831.944,0.016,-0.091,0.054
832.006,-0.002,-0.105,0.049
832.069,-0.008,-0.123,0.043
832.132,-0.016,-0.130,0.040
832.194,-0.025,-0.145,0.035
832.257,-0.038,-0.158,0.030
832.319,-0.040,-0.162,0.028
832.402,-0.041,-0.172,0.025
832.464,-0.044,-0.178,0.022
832.527,-0.039,-0.178,0.020
832.589,-0.053,-0.186,0.017
832.652,-0.053,-0.184,0.016
832.714,-0.064,-0.178,0.017
832.777,-0.062,-0.171,0.018
832.839,-0.061,-0.164,0.018
832.902,-0.067,-0.160,0.018
832.964,-0.063,-0.155,0.018
833.027,-0.066,-0.143,0.020
833.089,-0.065,-0.135,0.022
833.151,-0.058,-0.129,0.023
833.214,-0.054,-0.119,0.026
833.276,-0.052,-0.112,0.027
833.359,-0.041,-0.096,0.031
833.422,-0.029,-0.082,0.036
833.484,-0.029,-0.078,0.037
833.547,-0.019,-0.068,0.041
833.609,-0.016,-0.062,0.042
833.671,-0.005,-0.054,0.044
833.713,0.004,-0.046,0.046
833.775,0.010,-0.041,0.047
833.858,0.016,-0.034,0.048
833.900,0.021,-0.031,0.049
833.962,0.025,-0.028,0.049
834.025,0.027,-0.028,0.048
834.087,0.027,-0.026,0.048
834.149,0.029,-0.024,0.048
834.211,0.030,-0.023,0.048
834.274,0.033,-0.022,0.048
834.336,0.033,-0.023,0.047
834.399,0.034,-0.024,0.047
834.461,0.032,-0.025,0.046
834.524,0.024,-0.023,0.045
834.586,0.023,-0.022,0.045
834.649,0.016,-0.021,0.044
834.711,0.013,-0.020,0.043
834.773,-0.002,-0.021,0.041
834.836,-0.002,-0.025,0.041
834.898,-0.004,-0.028,0.040
834.961,-0.005,-0.037,0.000
835.024,-0.006,-0.040,0.000
835.086,-0.006,-0.044,0.000
835.148,-0.006,-0.048,0.000
835.211,-0.008,-0.056,0.000
835.273,-0.005,-0.059,0.000
835.336,-0.013,-0.067,0.000
835.399,-0.012,-0.070,0.000
835.461,-0.024,-0.081,0.033
835.524,-0.029,-0.085,0.031
835.586,-0.032,-0.089,0.030
835.648,-0.029,-0.090,0.029
835.711,-0.025,-0.091,0.030
835.773,-0.013,-0.085,0.032
835.836,-0.008,-0.084,0.033
835.898,0.003,-0.080,0.035
835.960,0.014,-0.076,0.037
836.023,0.018,-0.064,0.040
836.085,0.029,-0.050,0.044
836.147,0.032,-0.043,0.045
836.210,0.035,-0.028,0.047
836.272,0.041,-0.023,0.048
836.335,0.042,-0.008,0.048
836.398,0.044,-0.003,0.049
836.461,0.048,0.010,0.049
836.523,0.046,0.017,0.048
836.586,0.051,0.024,0.048
836.648,0.047,0.033,0.047
836.710,0.048,0.041,0.046
836.773,0.043,0.048,0.045
836.836,0.035,0.054,0.042
836.897,0.028,0.056,0.041
836.960,0.026,0.058,0.000
837.023,0.020,0.058,0.000
837.086,0.017,0.061,0.000
837.148,0.014,0.064,0.000
837.210,0.008,0.066,0.000
837.273,0.000,0.065,0.000
837.335,-0.005,0.065,0.000
837.398,-0.016,0.062,0.000
837.461,-0.020,0.057,0.000
837.524,-0.030,0.047,0.000
837.565,-0.032,0.047,0.000
837.628,-0.032,0.049,0.000
837.690,-0.042,0.049,0.000
837.752,-0.049,0.058,0.000
837.814,-0.059,0.055,0.000
837.877,-0.061,0.060,0.000
837.940,-0.064,0.063,0.000
838.002,-0.071,0.064,0.000
838.064,-0.071,0.073,0.000
838.127,-0.068,0.081,0.000
838.189,-0.070,0.092,0.000
838.251,-0.071,0.093,0.000
838.314,-0.069,0.108,0.000
838.376,-0.071,0.109,0.000
838.439,-0.069,0.112,0.000
838.502,-0.065,0.114,0.000
838.563,-0.060,0.118,0.000
838.626,-0.055,0.119,0.000
838.688,-0.053,0.115,0.000
838.750,-0.050,0.109,0.000
838.813,-0.041,0.110,0.000
838.875,-0.035,0.096,0.000
838.958,-0.031,0.093,0.000
839.021,-0.023,0.077,0.000
839.083,-0.015,0.066,0.000
839.146,-0.014,0.061,0.000
839.208,-0.003,0.049,0.000
839.271,0.012,0.046,0.000
839.333,0.013,0.036,0.000
839.396,0.021,0.025,0.000
839.458,0.024,0.018,0.000
839.521,0.030,0.005,0.000
839.583,0.043,-0.010,0.000
839.646,0.047,-0.017,0.000
839.708,0.061,-0.032,0.000
839.771,0.070,-0.036,0.000
839.833,0.081,-0.047,0.000
839.896,0.088,-0.052,0.000
839.959,0.100,-0.063,0.000
840.021,0.102,-0.063,0.000
840.084,0.109,-0.068,0.000
840.146,0.111,-0.072,0.000
840.208,0.119,-0.079,0.000
840.270,0.128,-0.079,0.000
840.333,0.128,-0.087,0.000
840.396,0.130,-0.091,0.000
840.458,0.129,-0.092,0.000
840.521,0.133,-0.092,0.000
840.584,0.133,-0.092,0.000
840.646,0.131,-0.086,0.000
840.708,0.133,-0.083,0.000
840.770,0.131,-0.080,0.000
840.833,0.121,-0.074,0.000
840.895,0.117,-0.066,0.000
840.958,0.109,-0.062,0.000
841.020,0.104,-0.055,0.000
841.082,0.089,-0.050,0.000
841.425,0.000,0.000,0.400
841.527,0.000,0.000,0.400
841.628,0.000,0.000,0.400
841.729,0.000,0.000,0.400
841.830,0.000,0.000,0.400
841.931,0.000,0.000,0.400
842.033,0.000,0.000,0.400
842.134,0.000,0.000,0.400
842.235,0.000,0.000,0.400
842.336,0.000,0.000,0.400
842.437,0.000,0.000,0.400
842.538,0.000,0.000,0.400
842.639,0.000,0.000,0.400
842.740,0.000,0.000,0.400
842.842,0.000,0.000,0.400
842.943,0.000,0.000,0.400
843.044,0.000,0.000,0.400
843.145,0.000,0.000,0.400
843.246,0.000,0.000,0.400
843.347,0.000,0.000,0.400
